cat1,cat2,id,unicode,title
Flags,country-flag,1652,1F1E6+1F1EB,flag: Afghanistan
Flags,country-flag,1653,1F1E6+1F1EC,flag: Antigua & Barbuda
Flags,country-flag,1654,1F1E6+1F1EE,flag: Anguilla
Flags,country-flag,1655,1F1E6+1F1F1,flag: Albania
Flags,country-flag,1656,1F1E6+1F1F2,flag: Armenia
Flags,country-flag,1657,1F1E6+1F1F4,flag: Angola
Flags,country-flag,1658,1F1E6+1F1F6,flag: Antarctica
Flags,country-flag,1659,1F1E6+1F1F7,flag: Argentina
Flags,country-flag,1660,1F1E6+1F1F8,flag: American Samoa
Flags,country-flag,1661,1F1E6+1F1F9,flag: Austria
Flags,country-flag,1662,1F1E6+1F1FA,flag: Australia
Flags,country-flag,1663,1F1E6+1F1FC,flag: Aruba
Flags,country-flag,1664,1F1E6+1F1FD,flag: Åland Islands
Flags,country-flag,1665,1F1E6+1F1FF,flag: Azerbaijan
Flags,country-flag,1666,1F1E7+1F1E6,flag: Bosnia & Herzegovina
Flags,country-flag,1667,1F1E7+1F1E7,flag: Barbados
Flags,country-flag,1668,1F1E7+1F1E9,flag: Bangladesh
Flags,country-flag,1669,1F1E7+1F1EA,flag: Belgium
Flags,country-flag,1670,1F1E7+1F1EB,flag: Burkina Faso
Flags,country-flag,1671,1F1E7+1F1EC,flag: Bulgaria
Flags,country-flag,1672,1F1E7+1F1ED,flag: Bahrain
Flags,country-flag,1673,1F1E7+1F1EE,flag: Burundi
Flags,country-flag,1674,1F1E7+1F1EF,flag: Benin
Flags,country-flag,1675,1F1E7+1F1F1,flag: St. Barthélemy
Flags,country-flag,1676,1F1E7+1F1F2,flag: Bermuda
Flags,country-flag,1677,1F1E7+1F1F3,flag: Brunei
Flags,country-flag,1678,1F1E7+1F1F4,flag: Bolivia
Flags,country-flag,1679,1F1E7+1F1F6,flag: Caribbean Netherlands
Flags,country-flag,1680,1F1E7+1F1F7,flag: Brazil
Flags,country-flag,1681,1F1E7+1F1F8,flag: Bahamas
Flags,country-flag,1682,1F1E7+1F1F9,flag: Bhutan
Flags,country-flag,1683,1F1E7+1F1FB,flag: Bouvet Island
Flags,country-flag,1684,1F1E7+1F1FC,flag: Botswana
Flags,country-flag,1685,1F1E7+1F1FE,flag: Belarus
Flags,country-flag,1686,1F1E7+1F1FF,flag: Belize
Flags,country-flag,1687,1F1E8+1F1E6,flag: Canada
Flags,country-flag,1688,1F1E8+1F1E8,flag: Cocos (Keeling) Islands
Flags,country-flag,1689,1F1E8+1F1E9,flag: Congo - Kinshasa
Flags,country-flag,1690,1F1E8+1F1EB,flag: Central African Republic
Flags,country-flag,1691,1F1E8+1F1EC,flag: Congo - Brazzaville
Flags,country-flag,1692,1F1E8+1F1ED,flag: Switzerland
Flags,country-flag,1693,1F1E8+1F1EE,flag: Côte d’Ivoire
Flags,country-flag,1694,1F1E8+1F1F0,flag: Cook Islands
Flags,country-flag,1695,1F1E8+1F1F1,flag: Chile
Flags,country-flag,1696,1F1E8+1F1F2,flag: Cameroon
Flags,country-flag,1697,1F1E8+1F1F3,flag: China
Flags,country-flag,1698,1F1E8+1F1F4,flag: Colombia
Flags,country-flag,1699,1F1E8+1F1F5,flag: Clipperton Island
Flags,country-flag,1700,1F1E8+1F1F6,
Flags,country-flag,1701,1F1E8+1F1F7,flag: Costa Rica
Flags,country-flag,1702,1F1E8+1F1FA,flag: Cuba
Flags,country-flag,1703,1F1E8+1F1FB,flag: Cape Verde
Flags,country-flag,1704,1F1E8+1F1FC,flag: Curaçao
Flags,country-flag,1705,1F1E8+1F1FD,flag: Christmas Island
Flags,country-flag,1706,1F1E8+1F1FE,flag: Cyprus
Flags,country-flag,1707,1F1E8+1F1FF,flag: Czechia
Flags,country-flag,1708,1F1E9+1F1EA,flag: Germany
Flags,country-flag,1709,1F1E9+1F1EC,flag: Diego Garcia
Flags,country-flag,1710,1F1E9+1F1EF,flag: Djibouti
Flags,country-flag,1711,1F1E9+1F1F0,flag: Denmark
Flags,country-flag,1712,1F1E9+1F1F2,flag: Dominica
Flags,country-flag,1713,1F1E9+1F1F4,flag: Dominican Republic
Flags,country-flag,1714,1F1E9+1F1FF,flag: Algeria
Flags,country-flag,1715,1F1EA+1F1E6,flag: Ceuta & Melilla
Flags,country-flag,1716,1F1EA+1F1E8,flag: Ecuador
Flags,country-flag,1717,1F1EA+1F1EA,flag: Estonia
Flags,country-flag,1718,1F1EA+1F1EC,flag: Egypt
Flags,country-flag,1719,1F1EA+1F1ED,flag: Western Sahara
Flags,country-flag,1720,1F1EA+1F1F7,flag: Eritrea
Flags,country-flag,1721,1F1EA+1F1F8,flag: Spain
Flags,country-flag,1722,1F1EA+1F1F9,flag: Ethiopia
Flags,country-flag,1723,1F1EA+1F1FA,flag: European Union
Flags,country-flag,1724,1F1EB+1F1EE,flag: Finland
Flags,country-flag,1725,1F1EB+1F1EF,flag: Fiji
Flags,country-flag,1726,1F1EB+1F1F0,flag: Falkland Islands
Flags,country-flag,1727,1F1EB+1F1F2,flag: Micronesia
Flags,country-flag,1728,1F1EB+1F1F4,flag: Faroe Islands
Flags,country-flag,1729,1F1EB+1F1F7,flag: France
Flags,country-flag,1730,1F1EC+1F1E6,flag: Gabon
Flags,country-flag,1731,1F1EC+1F1E7,flag: United Kingdom
Flags,country-flag,1732,1F1EC+1F1E9,flag: Grenada
Flags,country-flag,1733,1F1EC+1F1EA,flag: Georgia
Flags,country-flag,1734,1F1EC+1F1EB,flag: French Guiana
Flags,country-flag,1735,1F1EC+1F1EC,flag: Guernsey
Flags,country-flag,1736,1F1EC+1F1ED,flag: Ghana
Flags,country-flag,1737,1F1EC+1F1EE,flag: Gibraltar
Flags,country-flag,1738,1F1EC+1F1F1,flag: Greenland
Flags,country-flag,1739,1F1EC+1F1F2,flag: Gambia
Flags,country-flag,1740,1F1EC+1F1F3,flag: Guinea
Flags,country-flag,1741,1F1EC+1F1F5,flag: Guadeloupe
Flags,country-flag,1742,1F1EC+1F1F6,flag: Equatorial Guinea
Flags,country-flag,1743,1F1EC+1F1F7,flag: Greece
Flags,country-flag,1744,1F1EC+1F1F8,flag: South Georgia & South Sandwich Islands
Flags,country-flag,1745,1F1EC+1F1F9,flag: Guatemala
Flags,country-flag,1746,1F1EC+1F1FA,flag: Guam
Flags,country-flag,1747,1F1EC+1F1FC,flag: Guinea-Bissau
Flags,country-flag,1748,1F1EC+1F1FE,flag: Guyana
Flags,country-flag,1749,1F1ED+1F1F0,flag: Hong Kong SAR China
Flags,country-flag,1750,1F1ED+1F1F2,flag: Heard & McDonald Islands
Flags,country-flag,1751,1F1ED+1F1F3,flag: Honduras
Flags,country-flag,1752,1F1ED+1F1F7,flag: Croatia
Flags,country-flag,1753,1F1ED+1F1F9,flag: Haiti
Flags,country-flag,1754,1F1ED+1F1FA,flag: Hungary
Flags,country-flag,1755,1F1EE+1F1E8,flag: Canary Islands
Flags,country-flag,1756,1F1EE+1F1E9,flag: Indonesia
Flags,country-flag,1757,1F1EE+1F1EA,flag: Ireland
Flags,country-flag,1758,1F1EE+1F1F1,flag: Israel
Flags,country-flag,1759,1F1EE+1F1F2,flag: Isle of Man
Flags,country-flag,1760,1F1EE+1F1F3,flag: India
Flags,country-flag,1761,1F1EE+1F1F4,flag: British Indian Ocean Territory
Flags,country-flag,1762,1F1EE+1F1F6,flag: Iraq
Flags,country-flag,1763,1F1EE+1F1F7,flag: Iran
Flags,country-flag,1764,1F1EE+1F1F8,flag: Iceland
Flags,country-flag,1765,1F1EE+1F1F9,flag: Italy
Flags,country-flag,1766,1F1EF+1F1EA,flag: Jersey
Flags,country-flag,1767,1F1EF+1F1F2,flag: Jamaica
Flags,country-flag,1768,1F1EF+1F1F4,flag: Jordan
Flags,country-flag,1769,1F1EF+1F1F5,flag: Japan
Flags,country-flag,1770,1F1F0+1F1EA,flag: Kenya
Flags,country-flag,1771,1F1F0+1F1EC,flag: Kyrgyzstan
Flags,country-flag,1772,1F1F0+1F1ED,flag: Cambodia
Flags,country-flag,1773,1F1F0+1F1EE,flag: Kiribati
Flags,country-flag,1774,1F1F0+1F1F2,flag: Comoros
Flags,country-flag,1775,1F1F0+1F1F3,flag: St. Kitts & Nevis
Flags,country-flag,1776,1F1F0+1F1F5,flag: North Korea
Flags,country-flag,1777,1F1F0+1F1F7,flag: South Korea
Flags,country-flag,1778,1F1F0+1F1FC,flag: Kuwait
Flags,country-flag,1779,1F1F0+1F1FE,flag: Cayman Islands
Flags,country-flag,1780,1F1F0+1F1FF,flag: Kazakhstan
Flags,country-flag,1781,1F1F1+1F1E6,flag: Laos
Flags,country-flag,1782,1F1F1+1F1E7,flag: Lebanon
Flags,country-flag,1783,1F1F1+1F1E8,flag: St. Lucia
Flags,country-flag,1784,1F1F1+1F1EE,flag: Liechtenstein
Flags,country-flag,1785,1F1F1+1F1F0,flag: Sri Lanka
Flags,country-flag,1786,1F1F1+1F1F7,flag: Liberia
Flags,country-flag,1787,1F1F1+1F1F8,flag: Lesotho
Flags,country-flag,1788,1F1F1+1F1F9,flag: Lithuania
Flags,country-flag,1789,1F1F1+1F1FA,flag: Luxembourg
Flags,country-flag,1790,1F1F1+1F1FB,flag: Latvia
Flags,country-flag,1791,1F1F1+1F1FE,flag: Libya
Flags,country-flag,1792,1F1F2+1F1E6,flag: Morocco
Flags,country-flag,1793,1F1F2+1F1E8,flag: Monaco
Flags,country-flag,1794,1F1F2+1F1E9,flag: Moldova
Flags,country-flag,1795,1F1F2+1F1EA,flag: Montenegro
Flags,country-flag,1796,1F1F2+1F1EB,flag: St. Martin
Flags,country-flag,1797,1F1F2+1F1EC,flag: Madagascar
Flags,country-flag,1798,1F1F2+1F1ED,flag: Marshall Islands
Flags,country-flag,1799,1F1F2+1F1F0,flag: North Macedonia
Flags,country-flag,1800,1F1F2+1F1F1,flag: Mali
Flags,country-flag,1801,1F1F2+1F1F2,flag: Myanmar (Burma)
Flags,country-flag,1802,1F1F2+1F1F3,flag: Mongolia
Flags,country-flag,1803,1F1F2+1F1F4,flag: Macao SAR China
Flags,country-flag,1804,1F1F2+1F1F5,flag: Northern Mariana Islands
Flags,country-flag,1805,1F1F2+1F1F6,flag: Martinique
Flags,country-flag,1806,1F1F2+1F1F7,flag: Mauritania
Flags,country-flag,1807,1F1F2+1F1F8,flag: Montserrat
Flags,country-flag,1808,1F1F2+1F1F9,flag: Malta
Flags,country-flag,1809,1F1F2+1F1FA,flag: Mauritius
Flags,country-flag,1810,1F1F2+1F1FB,flag: Maldives
Flags,country-flag,1811,1F1F2+1F1FC,flag: Malawi
Flags,country-flag,1812,1F1F2+1F1FD,flag: Mexico
Flags,country-flag,1813,1F1F2+1F1FE,flag: Malaysia
Flags,country-flag,1814,1F1F2+1F1FF,flag: Mozambique
Flags,country-flag,1815,1F1F3+1F1E6,flag: Namibia
Flags,country-flag,1816,1F1F3+1F1E8,flag: New Caledonia
Flags,country-flag,1817,1F1F3+1F1EA,flag: Niger
Flags,country-flag,1818,1F1F3+1F1EB,flag: Norfolk Island
Flags,country-flag,1819,1F1F3+1F1EC,flag: Nigeria
Flags,country-flag,1820,1F1F3+1F1EE,flag: Nicaragua
Flags,country-flag,1821,1F1F3+1F1F1,flag: Netherlands
Flags,country-flag,1822,1F1F3+1F1F4,flag: Norway
Flags,country-flag,1823,1F1F3+1F1F5,flag: Nepal
Flags,country-flag,1824,1F1F3+1F1F7,flag: Nauru
Flags,country-flag,1825,1F1F3+1F1FA,flag: Niue
Flags,country-flag,1826,1F1F3+1F1FF,flag: New Zealand
Flags,country-flag,1827,1F1F4+1F1F2,flag: Oman
Flags,country-flag,1828,1F1F5+1F1E6,flag: Panama
Flags,country-flag,1829,1F1F5+1F1EA,flag: Peru
Flags,country-flag,1830,1F1F5+1F1EB,flag: French Polynesia
Flags,country-flag,1831,1F1F5+1F1EC,flag: Papua New Guinea
Flags,country-flag,1832,1F1F5+1F1ED,flag: Philippines
Flags,country-flag,1833,1F1F5+1F1F0,flag: Pakistan
Flags,country-flag,1834,1F1F5+1F1F1,flag: Poland
Flags,country-flag,1835,1F1F5+1F1F2,flag: St. Pierre & Miquelon
Flags,country-flag,1836,1F1F5+1F1F3,flag: Pitcairn Islands
Flags,country-flag,1837,1F1F5+1F1F7,flag: Puerto Rico
Flags,country-flag,1838,1F1F5+1F1F8,flag: Palestinian Territories
Flags,country-flag,1839,1F1F5+1F1F9,flag: Portugal
Flags,country-flag,1840,1F1F5+1F1FC,flag: Palau
Flags,country-flag,1841,1F1F5+1F1FE,flag: Paraguay
Flags,country-flag,1842,1F1F6+1F1E6,flag: Qatar
Flags,country-flag,1843,1F1F7+1F1EA,flag: Réunion
Flags,country-flag,1844,1F1F7+1F1F4,flag: Romania
Flags,country-flag,1845,1F1F7+1F1F8,flag: Serbia
Flags,country-flag,1846,1F1F7+1F1FA,flag: Russia
Flags,country-flag,1847,1F1F7+1F1FC,flag: Rwanda
Flags,country-flag,1848,1F1F8+1F1E6,flag: Saudi Arabia
Flags,country-flag,1849,1F1F8+1F1E7,flag: Solomon Islands
Flags,country-flag,1850,1F1F8+1F1E8,flag: Seychelles
Flags,country-flag,1851,1F1F8+1F1E9,flag: Sudan
Flags,country-flag,1852,1F1F8+1F1EA,flag: Sweden
Flags,country-flag,1853,1F1F8+1F1EC,flag: Singapore
Flags,country-flag,1854,1F1F8+1F1ED,flag: St. Helena
Flags,country-flag,1855,1F1F8+1F1EE,flag: Slovenia
Flags,country-flag,1856,1F1F8+1F1EF,flag: Svalbard & Jan Mayen
Flags,country-flag,1857,1F1F8+1F1F0,flag: Slovakia
Flags,country-flag,1858,1F1F8+1F1F1,flag: Sierra Leone
Flags,country-flag,1859,1F1F8+1F1F2,flag: San Marino
Flags,country-flag,1860,1F1F8+1F1F3,flag: Senegal
Flags,country-flag,1861,1F1F8+1F1F4,flag: Somalia
Flags,country-flag,1862,1F1F8+1F1F7,flag: Suriname
Flags,country-flag,1863,1F1F8+1F1F8,flag: South Sudan
Flags,country-flag,1864,1F1F8+1F1F9,flag: São Tomé & Príncipe
Flags,country-flag,1865,1F1F8+1F1FB,flag: El Salvador
Flags,country-flag,1866,1F1F8+1F1FD,flag: Sint Maarten
Flags,country-flag,1867,1F1F8+1F1FE,flag: Syria
Flags,country-flag,1868,1F1F8+1F1FF,flag: Eswatini
Flags,country-flag,1869,1F1F9+1F1E6,flag: Tristan da Cunha
Flags,country-flag,1870,1F1F9+1F1E8,flag: Turks & Caicos Islands
Flags,country-flag,1871,1F1F9+1F1E9,flag: Chad
Flags,country-flag,1872,1F1F9+1F1EB,flag: French Southern Territories
Flags,country-flag,1873,1F1F9+1F1EC,flag: Togo
Flags,country-flag,1874,1F1F9+1F1ED,flag: Thailand
Flags,country-flag,1875,1F1F9+1F1EF,flag: Tajikistan
Flags,country-flag,1876,1F1F9+1F1F0,flag: Tokelau
Flags,country-flag,1877,1F1F9+1F1F1,flag: Timor-Leste
Flags,country-flag,1878,1F1F9+1F1F2,flag: Turkmenistan
Flags,country-flag,1879,1F1F9+1F1F3,flag: Tunisia
Flags,country-flag,1880,1F1F9+1F1F4,flag: Tonga
Flags,country-flag,1881,1F1F9+1F1F7,flag: Türkiye
Flags,country-flag,1882,1F1F9+1F1F9,flag: Trinidad & Tobago
Flags,country-flag,1883,1F1F9+1F1FB,flag: Tuvalu
Flags,country-flag,1884,1F1F9+1F1FC,flag: Taiwan
Flags,country-flag,1885,1F1F9+1F1FF,flag: Tanzania
Flags,country-flag,1886,1F1FA+1F1E6,flag: Ukraine
Flags,country-flag,1887,1F1FA+1F1EC,flag: Uganda
Flags,country-flag,1888,1F1FA+1F1F2,flag: U.S. Outlying Islands
Flags,country-flag,1889,1F1FA+1F1F3,flag: United Nations
Flags,country-flag,1890,1F1FA+1F1F8,flag: United States
Flags,country-flag,1891,1F1FA+1F1FE,flag: Uruguay
Flags,country-flag,1892,1F1FA+1F1FF,flag: Uzbekistan
Flags,country-flag,1893,1F1FB+1F1E6,flag: Vatican City
Flags,country-flag,1894,1F1FB+1F1E8,flag: St. Vincent & Grenadines
Flags,country-flag,1895,1F1FB+1F1EA,flag: Venezuela
Flags,country-flag,1896,1F1FB+1F1EC,flag: British Virgin Islands
Flags,country-flag,1897,1F1FB+1F1EE,flag: U.S. Virgin Islands
Flags,country-flag,1898,1F1FB+1F1F3,flag: Vietnam
Flags,country-flag,1899,1F1FB+1F1FA,flag: Vanuatu
Flags,country-flag,1900,1F1FC+1F1EB,flag: Wallis & Futuna
Flags,country-flag,1901,1F1FC+1F1F8,flag: Samoa
Flags,country-flag,1902,1F1FD+1F1F0,flag: Kosovo
Flags,country-flag,1903,1F1FE+1F1EA,flag: Yemen
Flags,country-flag,1904,1F1FE+1F1F9,flag: Mayotte
Flags,country-flag,1905,1F1FF+1F1E6,flag: South Africa
Flags,country-flag,1906,1F1FF+1F1F2,flag: Zambia
Flags,country-flag,1907,1F1FF+1F1FC,flag: Zimbabwe
Flags,subdivision-flag,1908,1F3F4+E0067+E0062+E0065+E006E+E0067+E007F,flag: England
Flags,subdivision-flag,1909,1F3F4+E0067+E0062+E0073+E0063+E0074+E007F,flag: Scotland
Flags,subdivision-flag,1910,1F3F4+E0067+E0062+E0077+E006C+E0073+E007F,flag: Wales
